timestamp,strategy,regime,price,quantity,mm_bought,mm_sold
207,FixedSpread,SellPressure,99.360126,4,1,0
208,FixedSpread,SellPressure,99.462644,6,0,0
210,FixedSpread,SellPressure,99.360126,6,1,0
210,FixedSpread,SellPressure,99.358815,5,0,0
211,FixedSpread,SellPressure,99.381814,10,0,1
211,FixedSpread,SellPressure,99.445387,2,0,0
211,FixedSpread,SellPressure,99.462644,2,0,0
212,FixedSpread,SellPressure,99.358815,4,0,0
214,FixedSpread,SellPressure,99.358815,4,0,0
214,FixedSpread,SellPressure,99.350000,1,0,0
215,FixedSpread,SellPressure,99.350000,19,0,0
217,FixedSpread,SellPressure,99.350000,2,0,0
218,FixedSpread,SellPressure,99.350000,19,0,0
220,FixedSpread,SellPressure,99.350000,9,0,0
220,FixedSpread,SellPressure,99.337955,6,1,0
220,FixedSpread,SellPressure,99.337955,4,1,1
222,FixedSpread,SellPressure,99.330010,6,0,1
222,FixedSpread,SellPressure,99.423767,12,0,0
222,FixedSpread,SellPressure,99.476417,2,0,0
223,FixedSpread,SellPressure,99.476417,1,0,0
223,FixedSpread,SellPressure,99.484037,4,0,0
224,FixedSpread,SellPressure,99.484037,2,0,0
224,FixedSpread,SellPressure,99.498230,5,0,0
225,FixedSpread,SellPressure,99.498230,14,0,0
225,FixedSpread,SellPressure,99.505027,6,0,0
226,FixedSpread,SellPressure,99.320648,10,1,0
226,FixedSpread,SellPressure,99.310506,5,1,0
227,FixedSpread,SellPressure,99.505027,1,0,0
227,FixedSpread,SellPressure,99.518133,3,0,0
228,FixedSpread,SellPressure,99.310506,5,1,0
228,FixedSpread,SellPressure,99.300000,14,0,0
229,FixedSpread,SellPressure,99.300000,18,0,0
230,FixedSpread,SellPressure,99.518133,1,0,0
232,FixedSpread,SellPressure,99.300000,15,0,0
233,FixedSpread,SellPressure,99.300000,3,0,0
233,FixedSpread,SellPressure,99.281814,10,1,0
233,FixedSpread,SellPressure,99.277052,1,0,0
233,FixedSpread,SellPressure,99.272868,5,0,0
234,FixedSpread,SellPressure,99.316770,1,0,0
234,FixedSpread,SellPressure,99.341816,3,0,1
239,FixedSpread,SellPressure,99.272868,8,0,0
240,FixedSpread,SellPressure,99.341816,3,0,1
242,FixedSpread,SellPressure,99.335572,10,0,1
242,FixedSpread,SellPressure,99.341816,2,0,1
243,FixedSpread,SellPressure,99.272868,1,0,0
243,FixedSpread,SellPressure,99.250000,15,0,0
244,FixedSpread,SellPressure,99.250000,11,0,0
245,FixedSpread,SellPressure,99.250000,13,0,0
246,FixedSpread,SellPressure,99.250000,11,0,0
246,FixedSpread,SellPressure,99.241816,5,1,0
247,FixedSpread,SellPressure,99.341816,2,0,1
247,FixedSpread,SellPressure,99.342109,11,0,0
249,FixedSpread,SellPressure,99.241816,5,1,0
249,FixedSpread,SellPressure,99.235572,10,1,0
250,FixedSpread,SellPressure,99.233300,4,0,0
252,FixedSpread,SellPressure,99.233300,14,0,0
252,FixedSpread,SellPressure,99.230010,2,1,0
253,FixedSpread,SellPressure,99.230010,8,1,0
253,FixedSpread,SellPressure,99.200000,4,0,0
254,FixedSpread,SellPressure,99.200000,13,0,0
256,FixedSpread,SellPressure,99.234892,2,0,0
257,FixedSpread,SellPressure,99.200000,7,0,0
262,FixedSpread,SellPressure,99.200000,6,0,0
264,FixedSpread,SellPressure,99.234892,4,0,0
264,FixedSpread,SellPressure,99.242856,10,0,1
264,FixedSpread,SellPressure,99.262749,5,0,0
266,FixedSpread,SellPressure,99.262749,2,0,0
267,FixedSpread,SellPressure,99.200000,9,0,0
268,FixedSpread,SellPressure,99.262749,1,0,0
269,FixedSpread,SellPressure,99.200000,3,0,0
271,FixedSpread,SellPressure,99.200000,8,0,0
272,FixedSpread,SellPressure,99.254459,7,0,1
274,FixedSpread,SellPressure,99.191110,17,0,0
276,FixedSpread,SellPressure,99.254459,3,0,1
276,FixedSpread,SellPressure,99.262749,5,0,0
277,FixedSpread,SellPressure,99.191110,3,0,0
277,FixedSpread,SellPressure,99.187583,5,0,0
