timestamp,strategy,regime,fair_price,best_bid,best_ask,recent_volatility,inventory,cash,pnl,bid_depth,ask_depth
4485,FixedSpread,Balanced,100.795954,100.734157,100.904166,0.009795,49,-4501.999291,437.002448,1550,681
4486,FixedSpread,Balanced,100.795429,100.734157,100.812380,0.009238,49,-4501.999291,436.976724,1550,699
4487,FixedSpread,Balanced,100.795494,100.785374,100.812380,0.008688,49,-4501.999291,436.979890,1554,699
4488,FixedSpread,Balanced,100.796304,100.785374,100.812380,0.008215,49,-4501.999291,437.019588,1558,699
4489,FixedSpread,Balanced,100.781186,100.726916,100.812380,0.008630,50,-4602.733449,436.325839,1552,699
4490,FixedSpread,Balanced,100.789530,100.739530,100.812380,0.008612,50,-4602.733449,436.743073,1562,707
4491,FixedSpread,Balanced,100.805040,100.739530,100.839530,0.009026,48,-4401.054388,437.587520,1562,689
4492,FixedSpread,Balanced,100.803185,100.739530,100.839530,0.008596,48,-4401.054388,437.498501,1570,689
4493,FixedSpread,Balanced,100.812304,100.739530,100.904413,0.008627,39,-3493.433731,438.246127,1570,676
4494,FixedSpread,Balanced,100.826919,100.739530,100.904413,0.008987,38,-3392.529319,438.893586,1570,675
4495,FixedSpread,Balanced,100.812356,100.739530,100.904413,0.009321,41,-3694.747910,438.558675,1567,675
4496,FixedSpread,Balanced,100.798129,100.726916,100.904413,0.009615,48,-4399.924623,438.385576,1548,675
4497,FixedSpread,Balanced,100.784630,100.656417,100.904413,0.009848,48,-4399.924623,437.737624,1537,675
4498,FixedSpread,Balanced,100.798230,100.656417,100.904413,0.010074,44,-3996.306971,438.815168,1537,671
4499,FixedSpread,Balanced,100.782203,100.649106,100.904413,0.010431,44,-3996.306971,438.109947,1524,671
4500,FixedSpread,Balanced,100.798429,100.748429,100.848429,0.010779,29,-2482.712670,440.441784,1534,666
4501,FixedSpread,Balanced,100.799902,100.748429,100.848429,0.010220,29,-2482.712670,440.484483,1534,672
4502,FixedSpread,Balanced,100.795750,100.748429,100.848429,0.009856,29,-2482.712670,440.364074,1551,672
4503,FixedSpread,Balanced,100.794018,100.748429,100.848429,0.009369,29,-2482.712670,440.313841,1559,672
4504,FixedSpread,Balanced,100.784230,100.748429,100.848429,0.009394,34,-2986.454818,440.209014,1554,672
4505,FixedSpread,Balanced,100.801087,100.748429,100.907447,0.009842,20,-1574.340736,441.681002,1554,658
4506,FixedSpread,Balanced,100.785301,100.726597,100.907447,0.010198,25,-2078.082884,441.549644,1543,658
4507,FixedSpread,Balanced,100.769377,100.649106,100.907447,0.010542,25,-2078.082884,441.151530,1539,658
4508,FixedSpread,Balanced,100.757459,100.528169,100.907447,0.010624,25,-2078.082884,440.853593,1520,658
4509,FixedSpread,Balanced,100.773774,100.528169,100.907447,0.010966,21,-1674.453097,441.796165,1520,654
4510,FixedSpread,Balanced,100.763235,100.713235,100.813235,0.010940,21,-1674.453097,441.574840,1526,664
